LATITUDE,LONGITUDE,Category
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
32.213873,-110.969445,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
40.040817,-74.12686,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
39.078326000000004,-108.54569199999999,1
27.288895,-80.29797099999999,1
27.288895,-80.29797099999999,1
27.288895,-80.29797099999999,1
27.288895,-80.29797099999999,1
27.288895,-80.29797099999999,1
27.288895,-80.29797099999999,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.632984999999998,-80.403075,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
27.9799,-82.7806,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
36.8466,-76.2855,1
34.737456,-77.462815,1
34.737456,-77.462815,1
34.737456,-77.462815,1
34.737456,-77.462815,1
41.991116999999996,-88.692809,1
41.991116999999996,-88.692809,1
41.991116999999996,-88.692809,1
41.991116999999996,-88.692809,1
38.145103999999996,-79.07519,1
38.145103999999996,-79.07519,1
38.145103999999996,-79.07519,1
38.145103999999996,-79.07519,1
43.109925,-76.186999,1
43.109925,-76.186999,1
43.109925,-76.186999,1
43.109925,-76.186999,1
45.251425,-122.68321999999999,1
45.251425,-122.68321999999999,1
45.251425,-122.68321999999999,1
45.251425,-122.68321999999999,1
45.251425,-122.68321999999999,1
45.251425,-122.68321999999999,1
33.388333,-105.69,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
33.841406,-116.53466,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
34.001119,-118.037139,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
33.3277,-111.3259,1
40.886121,-73.243763,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
32.996848,-96.792113,1
32.790439,-96.80439,1
41.633846999999996,-80.148787,1
41.633846999999996,-80.148787,1
41.633846999999996,-80.148787,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
42.273565000000005,-85.545653,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
26.6155,-80.1469,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
39.864998,-75.275196,1
40.1162,-75.0141,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
41.654899,-91.51119200000001,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
39.963539000000004,-76.726887,1
43.388055,-70.547802,1
43.388055,-70.547802,1
43.388055,-70.547802,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
33.9043,-84.46799999999999,1
29.561315999999998,-97.962801,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.3203,-122.31172600000001,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
47.094431,-91.846731,1
41.420237,-73.12961,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
43.1683,-77.6026,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
33.891271,-78.429849,1
42.173587,-71.051392,1
42.173587,-71.051392,1
42.173587,-71.051392,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
41.682293,-72.930193,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
34.690888,-118.149129,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
30.3163,-81.4175,1
30.0759,-81.5803,1
45.847632,-93.435921,1
45.847632,-93.435921,1
45.847632,-93.435921,1
45.847632,-93.435921,1
45.847632,-93.435921,1
45.847632,-93.435921,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
33.659816,-117.34853500000001,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
64.840238,-147.710431,1
39.849817,-75.374687,1
39.849817,-75.374687,1
34.0382,-118.7082,1
34.0382,-118.7082,1
34.0382,-118.7082,1
34.0382,-118.7082,1
42.411198999999996,-71.051448,1
42.411198999999996,-71.051448,1
42.411198999999996,-71.051448,1
42.411198999999996,-71.051448,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
40.474536,-79.952524,1
37.431027,-77.65445799999999,1
37.431027,-77.65445799999999,1
37.431027,-77.65445799999999,1
37.431027,-77.65445799999999,1
37.431027,-77.65445799999999,1
37.431027,-77.65445799999999,1
38.163734000000005,-121.70163500000001,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
38.979696000000004,-76.74349699999999,1
42.668888,-71.59339200000001,1
37.911048,-81.170419,1
37.911048,-81.170419,1
39.794286,-76.981196,1
39.794286,-76.981196,1
39.794286,-76.981196,1
39.794286,-76.981196,1
39.794286,-76.981196,1
39.794286,-76.981196,1
39.794286,-76.981196,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
36.333872,-82.340775,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
33.976096999999996,-83.363174,1
36.167028,-86.778441,1
36.167028,-86.778441,1
36.167028,-86.778441,1
36.167028,-86.778441,1
36.167028,-86.778441,1
